Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education_Bachelor's,Education_High School,Education_Master's,Education_PhD,EmploymentType_Full-time,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,HasMortgage_No,HasMortgage_Yes,HasDependents_No,HasDependents_Yes,LoanPurpose_Auto,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,HasCoSigner_No,HasCoSigner_Yes,Default
-0.22856478985734824,-0.6399241172039994,-0.7505868251913052,0.35976778867900594,-0.5723308246980945,-0.1667963208749096,0.39559268492935473,0.9045248420521989,-0.44788609631302656,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.6385950731948051,-0.19710057342352022,2.2845884412559267,-0.6664894164167128,0.8582503559067254,2.031507743374313,0.033397902179378894,-0.919113952407879,1.5156333483882924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-1.3700178763686228,-0.4120388589958469,-0.27910380924093836,0.013704312542077565,2.2173024774813044,-1.2659483529995208,-0.20439084649560513,-0.919113952407879,-0.28077805846610576,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.6385950731948051,-0.21706177705775298,-0.5876527043602068,-0.22496015375925235,-0.608095354213215,-1.2659483529995208,-1.2720780756455337,-0.007294555177840048,-0.7403251625451379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.10715670617537956,-1.02722090722176,1.464073227895546,0.45523357519953794,-0.679624413243456,-0.1667963208749096,-0.09258289182061276,-0.007294555177840048,2.915163165356254,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.584331288719382,-0.4856419349350767,2.3169929565111684,2.2690835190896452,-0.608095354213215,-0.1667963208749096,1.3939904773792877,-0.007294555177840048,2.915163165356254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.1614204906508027,-0.8867508890774534,-0.4538522624403294,0.06143720580234355,-0.608095354213215,-0.1667963208749096,1.280607762779295,-0.919113952407879,0.7218701686154191,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.040012406968834,0.4899541677640421,2.713532711311382,-1.1915512422796386,-0.7153889427585766,-1.2659483529995208,-1.7051370550205047,-0.919113952407879,-0.6567711436216775,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.0342963803358949,2.204949096722535,-0.8972918782608154,-0.26075982370445183,2.7180058906929916,-0.1667963208749096,1.2900563223292947,-0.007294555177840048,-0.7403251625451379,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.584331288719382,0.16173759655224598,1.48689758861311,-0.3920252801701833,-0.10739194100152803,-1.2659483529995208,-1.0311398071205498,-0.919113952407879,-0.23900104900437552,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.1014406795424405,-1.0191869862544218,-0.4510997553530116,-1.919477864498695,-0.28621458857713056,-0.1667963208749096,-1.4941192250705189,-0.919113952407879,-0.6149941341599473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-0.2957090890638938,-0.8321202264995532,0.2853210044630168,-0.1414275905537869,-0.9657406493644201,-0.1667963208749096,1.5246955511542786,0.9045248420521989,2.434727556546357,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.5100225014146529,1.4190153282446554,0.6307785173440468,-1.346683145375503,-0.35774364760737154,-0.1667963208749096,-1.0027941284705517,-0.007294555177840048,-0.6567711436216775,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.2357292779555318,-0.7652532842944764,-0.0692519539669228,-0.5113575133208482,1.7881281232998585,-0.1667963208749096,1.5199712713792795,0.9045248420521989,1.3903023200031024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.1743010053819251,-0.9015209437789445,-0.8880155719081014,1.0876944108980622,2.5749477726325094,-1.2659483529995208,-0.15399852889560844,-0.007294555177840048,-0.5732171246982172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.8457439974473807,-0.8572416793704994,-0.05207559480515386,-1.1438183490193725,-0.7869180017888175,-0.1667963208749096,-0.24061032477060276,-0.919113952407879,0.3876540929215774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.3700178763686228,-0.39386983773125117,-0.6551427482674279,0.3478345653639395,-0.751153472273697,0.9323557112497017,1.2758834830042955,-0.007294555177840048,-0.28077805846610576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.4971419866835305,-0.972466645859747,-0.45871383339974786,-0.9886864459235082,1.2874247100881715,0.9323557112497017,-0.009120615795618183,-0.007294555177840048,0.2205460550746567,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.5714507739882595,-0.22512659772111945,-0.23997888707120665,0.16883621563794202,-0.32197911809225105,-1.2659483529995208,-1.503567784620518,-0.919113952407879,-0.7403251625451379,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-1.3700178763686228,-0.9338111261284386,0.88406278964522,-0.8693542127728432,0.21448882463455646,0.9323557112497017,1.6097325871042734,-0.007294555177840048,2.915163165356254,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-0.3628533882704394,-0.7128165001345801,0.45322393678940315,0.45523357519953794,-1.0015051788795406,2.031507743374313,0.7483389081293308,-0.007294555177840048,1.5574103578500227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.10715670617537956,-0.40962868270564545,-0.14442756961145983,0.240435555528341,0.8940148854218459,-0.1667963208749096,1.4632799140792827,-0.007294555177840048,0.5129851213067679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.1743010053819251,-0.5039654546798136,-0.6161250666335657,0.5268329150899369,0.6078986493008819,0.9323557112497017,1.0554170935043101,-0.007294555177840048,-0.1972240395426454,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.2414453045884707,-0.14500368591993443,-0.3658614027593841,-0.3920252801701833,-0.822682531303938,-1.2659483529995208,-1.6956884954705052,-1.8309333496379179,-0.7403251625451379,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.5171869895128363,2.4144799354899225,2.536567953704021,-0.03402858071818842,0.03566617705895395,0.9323557112497017,1.5609150294292764,1.8163442392822378,0.5965391402302284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
